Company Name,Phone,Address,Years in Business,Owner,Website,Search Term,City,Timestamp
"A Tree Company LLC","(208) 880-3413","","19","Mr. Erik L Burkholder, Owner","https://www.atreecompanyboise.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Country Wide Tree Care","(208) 378-1868","Boise, ID 83703-4146","18","Mr. James Molinaro, Owner","","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Landscape Technologies LLC","(208) 559-5013","","16","Mr. Randy Sohn Jr., Owner","https://www.landscapetechidaho.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Brown Tree Service LLC","(208) 860-0904","Boise, ID 83709-3743","18","Mr. James Brown, Member","https://www.stumpgrinderjim.com/home","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"A&A Stump Removal & Shrub Care","(208) 713-0835","Boise, ID 83703-5108","21","Mr. Joe M Neal, Owner/Operator","https://aa-stump-removal-shrub-care.business.site/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"LuckE13 Landscape Services Corporation","(208) 562-8813","","13","Mr. Mike Kyle, President/COO","https://www.lucke13landscape.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Little Tree","(208) 286-6875","","19","Ms. Jessica Southern, Owner","","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Arborman Tree Care","(208) 286-6875","","11","Ms. Jessica Southern, Managing Member","https://arbormantreecare.net/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Gerhard Borbonus Landscaping,Inc.","(208) 362-0525","Boise, ID 83706","53","Mr. Gerhard Borbonus, Owner","https://www.gblandscaping.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"A Tree Company LLC","(208) 880-3413","","19","Mr. Erik L Burkholder, Owner","https://www.atreecompanyboise.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"LuckE13 Landscape Services Corporation","(208) 562-8813","","13","Mr. Mike Kyle, President/COO","https://www.lucke13landscape.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Senske Services","(877) 944-4007","Boise, ID 83709-0537","78","Mr. Christopher Senske, President","https://senske.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Kip's Clean Cut LLC","(208) 860-5085","Boise, ID 83704-5540","20","Mr. Kip Fuhriman, Owner","https://www.kipscleancut.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Home Depot","(208) 375-1186","Boise, ID 83704","46","Manager, Manager","https://www.homedepot.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Pro Care Landscape Management, Inc.","(208) 288-5589","Boise, ID 83714-1456","38","Mr. Kevin Allen, General Manager","https://procareidaho.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Green Lawn Care and Landscape, Inc","(208) 376-4967","","40","Ms. Sarah Soto-Rodriguez, Office Manager","https://www.greenlawncareinc.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Westover Landscape","(208) 921-3368","Boise, ID 83704-6900","10","Mr. Christian Westover, Owner","","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Cutting Edge Landscape","(208) 378-4588","Boise, ID 83714-6054","29","Mr. Bob Wheeler, Member","https://www.cuttingedgelandscape.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Conner Tree Service","(208) 412-6695","","14","Mr. Sean Conner, Managing Member","","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"AJ's Tree Preservation","(208) 336-6036","Boise, ID 83719-0507","26","Mr. Arturo Lopez, Owner","","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Pro Care Landscape Management, Inc.","(208) 288-5589","Boise, ID 83714-1456","38","Mr. Kevin Allen, General Manager","https://procareidaho.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Endless Summer Landscape","(208) 629-9099","","20","Ms. Lindsay Breaux, Owner","","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Ada Tree and Shrub","(208) 362-2013","Boise, ID 83719","18","Ms. Monique Sorenson, Owner","","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Done-Rite Tree Company, Inc.","(208) 362-0246","Boise, ID 83719","29","Ms. Tina Butcher, Co-Owner","https://www.doneritetreeco.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Everyday Lawn Care","(866) 283-9235","","14","Mr. Cordell Gardner, Owner","","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Green Services","(208) 939-7378","Boise, ID 83714-6077","18","Mr. Jamin Martin, President","https://www.mygreenservices.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"A Shade Greener Lawn Maintenance","(208) 860-7114","Boise, ID 83713-5121","22","Mr. John Stoeger, Owner","","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Forest Management, Inc.","(208) 362-1725","","51","Mr. Patrick L Atkins, President","https://www.fmitree.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Greenview Landscaping, LLC","(208) 412-5619","","15","Mr. Joel Voloshen, Owner","","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"TLC Landscape","(208) 859-9955","Boise, ID 83714","25","Mr. Todd Waggoner, Owner","https://www.tlcscape.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Rick's Landscape","(208) 283-4249","Boise, ID 83703","18","","","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Sawtooth Landscape & Tree Service LLC","(208) 871-1507","","15","Mr. David Graham, Owner","https://sawtoothboise.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Greenview Landscaping, LLC","(208) 412-5619","","15","Mr. Joel Voloshen, Owner","","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Woolf Tree Service Inc","(208) 342-1813","Eagle, ID 83616","46","Mr. Lynn Steadham, President/Owner","https://www.woolftreeserviceinc.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Holloway Tree Service","(208) 888-4242","Meridian, ID 83646","62","Mr. Harold Holloway, Owner","","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Meridian Tree Service","(208) 887-0055","Meridian, ID 83680","48","Mr. Dennis Moore, Owner","","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Climbing Sammy's Tree Service","(208) 409-8329","Kuna, ID 83634-1434","16","Mr. Samuel A Mortensen, Owner","https://www.climbingsammystreeservice.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Timmy's Tree Service","(208) 412-5647","","18","Mr. Tim Andra, Owner","https://www.timmystrees.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Advanced Contracting Tree Service","(208) 602-8266","","19","Mr. Randy Ducker, Owner","https://advancedcontractingtreeservices.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"His Resources Tree Service","(208) 467-7671","","30","Mr. Skeeter Lowe, Owner","","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Integrity Tree Service LLC","(801) 608-1761","Nampa, ID 83651","10","Steve Erickson, Managing Member","https://www.integritytreespecialists.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Parker Tree Service Inc.","(208) 461-8733","","88","Mr. Justin P Parker, Owner","https://www.parkertreeservice.net/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Creative Landscaping & Tree Service LLC","(208) 965-3800","Caldwell, ID 83605-8045","14","Ms. Kelly Garcia, Owner","https://creative777.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Parker Tree Service Inc.","(208) 461-8733","","88","Mr. Justin P Parker, Owner","https://www.parkertreeservice.net/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Chavco Tree & Landscape Services, Inc.","(208) 697-3407","Meridian, ID 83646","26","Mr. Joshua Chaves, President","https://www.chavcotreeboise.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Meyers Lawn Service","(208) 440-4160","","12","Mr. Parker Meyers, Owner","https://www.facebook.com/MeyersLawnService/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Chavco Tree & Landscape Services, Inc.","(208) 697-3407","Meridian, ID 83646","26","Mr. Joshua Chaves, President","https://www.chavcotreeboise.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Stockdale Tree Care","(208) 884-8733","Meridian, ID 83642","21","Mr. Rick Stockdale, Owner","","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"The Tree Guy","(208) 573-1798","Meridian, ID 83642","17","Kimble / Julie Johnson, Owner","","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"EPS Tree Care","(208) 870-1843","Meridian, ID 83646","18","Mr. Trent Nieffenegger, Owner","","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"NaturalTree Service","(208) 642-2820","Payette, ID 83661","24","Mr. Gary Needs, Operator","","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Arborman Tree Care","(208) 286-6875","","11","Ms. Jessica Southern, Managing Member","https://arbormantreecare.net/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Eagle Tree & Shrub","(208) 939-0919","Eagle, ID 83616-9117","16","Ms. Amy Wakagawa, Owner","https://www.eagletreeandshrub.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Green Services","(208) 939-7378","Boise, ID 83714-6077","18","Mr. Jamin Martin, President","https://www.mygreenservices.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"A Tree Company LLC","(208) 880-3413","","19","Mr. Erik L Burkholder, Owner","https://www.atreecompanyboise.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Tree Maintenance","(208) 695-4026","New Plymouth, ID 83655-5270","19","Mr. Jeff Bayes, Owner","","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Tree Maintenance","(208) 695-4026","New Plymouth, ID 83655-5270","19","Mr. Jeff Bayes, Owner","","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"AB 3 Tree Service LLC","(541) 403-2615","Richland, OR 97870-6607","12","Mr. Samuel Akers, President","","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Heartwood Tree Care LLC","(208) 965-6174","","11","Mr. Daniel Hess, Owner","https://www.heartwood-treecare.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"A Cut Above Tree Service","(541) 519-3313","Baker City, OR 97814","28","Mr. Garrett Nelson, President","https://acutabove-treeservice.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Local Lawn & Tree Spraying Service","(208) 735-0555","Twin Falls, ID 83303-2656","21","Mr. Louis Lopez, Owner","","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Miller's Tree Service","(541) 786-1602","","34","Dale K. Miller, Owner","","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"A Cut Above Tree Service","(541) 519-3313","Baker City, OR 97814","28","Mr. Garrett Nelson, President","https://acutabove-treeservice.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Jim's Tree Landscape Service","(208) 431-3253","Burley, ID 83318","52","Mr. Jim Holland, President","","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Jim's Tree Landscape Service","(208) 431-3253","Burley, ID 83318","52","Mr. Jim Holland, President","","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Tom and Jerry's Tree Service","(208) 808-8733","Heyburn, ID 83336","18","Mr. Jered Wells","","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"All Around Tree Service, LLC","(208) 731-7726","Filer, ID 83328","17","Mr. Steve Snyder, Owner","","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Topping Trees LLC","(208) 412-3825","","13","Mr. James Topping, Owner","","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"New Hope Services, LLC","(800) 398-6867","Weiser, ID 83672","18","Mrs. Barbara Perez, Owner","","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Zing LLC","(208) 585-9400","Middleton, ID 83644","16","Mr. Jed Wyatt, Managing Member","https://www.zingidaho.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Zing LLC","(208) 585-9400","Middleton, ID 83644-5543","16","Mr. Jed Wyatt, Managing Member","https://www.zingidaho.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"New Hope Services, LLC","(800) 398-6867","Weiser, ID 83672","18","Mrs. Barbara Perez, Owner","","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Parker Tree Services Inc","(541) 963-8201","Summerville, OR 97876-8127","87","Mr. Grant Parker, President","https://parkertreeservices.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Tree Trouble?","(208) 432-2221","Burley, ID 83318-5053","14","Mr. Scott Yates, Owner/Operator","https://www.minicassiatreetrouble.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"G & G Landscaping Services, Inc","(208) 788-1708","","17","Mr. Jose M Guerrero, Owner","https://gglandscapingservices.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"G & G Landscaping Services, Inc","(208) 788-1708","","17","Mr. Jose M Guerrero, Owner","https://gglandscapingservices.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Kip's Clean Cut LLC","(208) 860-5085","Boise, ID 83704-5540","20","Mr. Kip Fuhriman, Owner","https://www.kipscleancut.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Lawn Pro of Boise LLC","(208) 602-7317","Garden City, ID 83714","18","Mr. Ryan A Spolar, Owner/Member","","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Taylor Lawn Care & Maintenance","(208) 850-1300","Garden City, ID 83714-1128","22","Mr. Larry Taylor, Owner","","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Home Depot","(541) 823-1145","Ontario, OR 97914","46","Manager, Manager","https://www.homedepot.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Weed Man Lawn Care","(208) 888-9911","Meridian, ID 83642-5946","20","Andy Kurth, Owner","https://boise.weedmanusa.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Qualitree Inc.","(208) 467-6175","Nampa, ID 83687","40","Mr. Jon Wakelam, Owner","https://www.qualitreeidaho.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Forest Management, Inc.","(208) 362-1725","","51","Mr. Patrick L Atkins, President","https://www.fmitree.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Weed Man Lawn Care","(208) 888-9911","Meridian, ID 83642-5946","20","Andy Kurth, Owner","https://boise.weedmanusa.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Estate Lawn Care","(208) 336-0403","","28","Mr. Jay Armstrong, Owner","","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Lucky Lawns LLC","(208) 322-7777","Meridian, ID 83646","18","Mr. Jeff Simpson, Owner","https://www.luckylawncare.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Diamond Lawns LLC","(208) 484-5568","Meridian, ID 83642","18","Mr. Nick Gifford, Owner","https://www.diamondlawns.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Landscape Technologies LLC","(208) 559-5013","","16","Mr. Randy Sohn Jr., Owner","https://www.landscapetechidaho.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Green Valley Towing / Idaho Landscape & Lawn Care","(208) 860-0979","Middleton, ID 83644","43","Mr. Jeff Richlin, Owner/President","","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Jon C. Irby Landscaping, LLC","(208) 887-1456","Meridian, ID 83646-5044","19","Mr. Jon Irby, Owner","https://www.joncirby.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Hoffman's Landscaping, Inc.","(208) 466-1560","Nampa, ID 83651","48","Mr. Ray Klinchuch, President","https://hoffmanslandscape.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Bare Foot Lawns, LLC","(208) 323-8002","Nampa, ID 83687-5119","27","Mr. Jeremiah Long, Owner","https://www.barefootlawnsusa.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Rick Bale Pruning Yardscape","(208) 629-6452","Nampa, ID 83687-8918","18","Mr. Rick Bale, Owner","","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Hoffman's Landscaping, Inc.","(208) 466-1560","Nampa, ID 83651","48","Mr. Ray Klinchuch, President","https://hoffmanslandscape.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Trinity Lawn and Landscape","(208) 899-4145","Nampa, ID 83653-0111","18","Mr. Josh Doughty, Owner","https://www.trinitylawn.net/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Blue Ribbon Landscape & Maintenance, Inc.","(208) 466-5656","","26","Mr. Hans Ellis, President","https://www.blueribbonlandscapes.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Majestic Landscape Company","(208) 989-4245","Nampa, ID 83653","25","Mr. Bill Taylor, Owner","https://www.majesticlandscapecompany.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Sinclair Brothers LLC","(541) 426-7042","Enterprise, OR 97828-0513","14","Mr. Eric Sinclair, Member","https://wallowacountytrees.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Impressive Trimming and Firewood LLC","(208) 761-8067","Caldwell, ID 83606-1357","14","Mr. Roger C Gordon, Managing Member","","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Clean Cut Lawn Care","(208) 571-5032","Nampa, ID 83651","11","Mr. Isaac Chavez, Owner","","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Blue Ribbon Landscape & Maintenance, Inc.","(208) 466-5656","","26","Mr. Hans Ellis, President","https://www.blueribbonlandscapes.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Kelly Landscaping Inc.","(208) 919-3364","","19","Mr. Greg Kelly, Owner","","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"C and S Concrete","(208) 320-0734","Wendell, ID 83355-5315","14","Mr. Sheridan Pearson, Owner","","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Kodiak Landscape LLC","(208) 631-0279","","12","Mr. Bo D Richards, Member","https://www.facebook.com/Kodiak-Landscape-LLC-275819335917945/timeline","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Purvis Nursery & Orchard","(208) 407-6781","Homedale, ID 83628-3517","14","Mr. Bob Purvis, Owner","https://purvisnurseryandorchard.weebly.com/","tree service","Boise, ID","2025-04-05T20:30:02.234Z"
"Kip's Clean Cut LLC","(208) 860-5085","Boise, ID 83704-5540","20","Mr. Kip Fuhriman, Owner","https://www.kipscleancut.com/","landscaping","Meridian, ID","2025-04-05T20:30:02.234Z"
"Perfect Earth Landscaping and Design Inc","(208) 392-8882","Meridian, ID 83642-5351","17","Mr. Andrew Fuller, Owner","https://perfectearthlandscaping.com/","landscaping","Meridian, ID","2025-04-05T20:30:02.234Z"
"Sagehorn Landscaping","(208) 794-2770","Meridian, ID 83646","26","Mr. Mike Sagehorn, Owner","https://www.sagehornlandscaping.com/","landscaping","Meridian, ID","2025-04-05T20:30:02.234Z"
"BC Landscaping LLC","(208) 901-1037","Meridian, ID 83680-0671","12","Mr. Blake Watson Craig, Owner","https://www.facebook.com/bclandscapingtv","landscaping","Meridian, ID","2025-04-05T20:30:02.234Z"
"Elite Landscaping","(208) 353-3988","Meridian, ID 83642","17","Mr. Shawn Hernandez, Member","https://www.buildzoom.com/contractor/elite-landscaping-ada","landscaping","Meridian, ID","2025-04-05T20:30:02.234Z"
"Jayco Landscaping LLC","(208) 830-0518","Meridian, ID 83642-6554","15","Mr. Justin Yearsley, Member","https://www.jaycolandscape.com/","landscaping","Meridian, ID","2025-04-05T20:30:02.234Z"
"LaCasse Landscaping, Inc.","(208) 887-9652","Meridian, ID 83680-1218","29","Mr. Brian Lacasse, President","https://www.lacasselandscaping.com/","landscaping","Meridian, ID","2025-04-05T20:30:02.234Z"
