Company Name,City,Search Term,Phone,Address,Years in Business,Owner,Website
"Qualitree Inc.","Meridian, ID","tree service","(208) 467-6175","Nampa, ID 83687","40","Mr. Jon Wakelam, Owner","https://www.qualitreeidaho.com/"
"Tree Trouble?","Meridian, ID","tree service","(208) 432-2221","Burley, ID 83318-5053","14","Mr. Scott Yates, Owner/Operator","https://www.minicassiatreetrouble.com/"
"Forest Management, Inc.","Meridian, ID","tree service","(208) 362-1725","","51","Mr. Patrick L Atkins, President","https://www.fmitree.com/"
"G & G Landscaping Services, Inc","Meridian, ID","tree service","(208) 788-1708","","17","Mr. Jose M Guerrero, Owner","https://gglandscapingservices.com/"
"Bare Foot Lawns, LLC","Meridian, ID","tree service","(208) 323-8002","Nampa, ID 83687-5119","27","Mr. Jeremiah Long, Owner","https://www.barefootlawnsusa.com/"
"Pacific Crest Tree","Meridian, ID","tree service","(541) 786-3974","Elgin, OR 97827-8163","22","Wayne Risseeuw, Owner",""
"A Shade Greener Lawn Maintenance","Meridian, ID","tree service","(208) 860-7114","Boise, ID 83713-5121","22","Mr. John Stoeger, Owner",""
"Rick Bale Pruning Yardscape","Meridian, ID","tree service","(208) 629-6452","Nampa, ID 83687-8918","18","Mr. Rick Bale, Owner",""
"Green Valley Towing / Idaho Landscape & Lawn Care","Meridian, ID","tree service","(208) 860-0979","Middleton, ID 83644","43","Mr. Jeff Richlin, Owner/President",""
"Taylor Lawn Care & Maintenance","Meridian, ID","tree service","(208) 850-1300","Garden City, ID 83714-1128","22","Mr. Larry Taylor, Owner",""
"Everyday Lawn Care","Meridian, ID","tree service","(866) 283-9235","","14","Mr. Cordell Gardner, Owner",""
"Estate Lawn Care","Meridian, ID","tree service","(208) 336-0403","","28","Mr. Jay Armstrong, Owner",""
"A&A Stump Removal & Shrub Care","Meridian, ID","tree service","(208) 713-0835","Boise, ID 83703-5108","21","Mr. Joe M Neal, Owner/Operator","https://aa-stump-removal-shrub-care.business.site/"
"Lawn Pro of Boise LLC","Meridian, ID","tree service","(208) 602-7317","Garden City, ID 83714","18","Mr. Ryan A Spolar, Owner/Member",""
"Impressive Trimming and Firewood LLC","Meridian, ID","tree service","(208) 761-8067","Caldwell, ID 83606-1357","14","Mr. Roger C Gordon, Managing Member",""
"Clean Cut Lawn Care","Meridian, ID","tree service","(208) 571-5032","Nampa, ID 83651","11","Mr. Isaac Chavez, Owner",""
"Sinclair Brothers LLC","Meridian, ID","tree service","(541) 426-7042","Enterprise, OR 97828-0513","14","Mr. Eric Sinclair, Member","https://wallowacountytrees.com/"
"Purvis Nursery & Orchard","Meridian, ID","tree service","(208) 407-6781","Homedale, ID 83628-3517","14","Mr. Bob Purvis, Owner","https://purvisnurseryandorchard.weebly.com/"
"C and S Concrete","Meridian, ID","tree service","(208) 320-0734","Wendell, ID 83355-5315","14","Mr. Sheridan Pearson, Owner",""
"Miranda Landscape","Nampa, ID","landscaping","(208) 899-5519","Nampa, ID 83687-3489","15","Mr. Alfonso Miranda, Owner",""
"Madrigal's Lawnmowing and Landscaping","Nampa, ID","landscaping","(208) 919-3728","","18","Mrs. Vanesa Madrigal, Owner",""
"Legends Landscaping","Nampa, ID","landscaping","(208) 965-6560","Nampa, ID 83687-8667","15","Mr. Tom Barney, Owner","https://www.legendslandscapingboise.com/"
"Gem State Outdoor and Landscape Lighting, LLC","Nampa, ID","landscaping","(208) 899-8318","Nampa, ID 83686-5738","11","Mr. Charles Ward, Owner","https://gemstatetrimlight.com/"
"Lara Landscape","Nampa, ID","landscaping","(208) 461-7308","Nampa, ID 83651","20","",""
"Summit Landscaping","Nampa, ID","landscaping","(208) 440-8418","","10","Mr. Salvador Torres, Owner",""
"Eloy's Landscaping & Sprinkler, Inc","Nampa, ID","landscaping","(208) 466-1999","","15","Mr. Jorge U Chaparro, President/Owner","https://www.eloyslandscaping.com/"
"Mullen Landscaping","Nampa, ID","landscaping","(208) 808-7171","Nampa, ID 83687","21","Mr. Travis Mullen, Owner",""
"Edge It Landscape Curbing","Nampa, ID","landscaping","(208) 907-2577","Nampa, ID 83687","10","Mr. Shawn Roberts, Owner","https://www.edgeitcurbing.com/"
"Tom's Lawn Service","Nampa, ID","landscaping","(208) 631-5423","Nampa, ID 83686-5210","19","Mr. Tom Craig, Owner",""
"Hoffman's Landscaping, Inc.","Nampa, ID","landscaping","(208) 466-1560","Nampa, ID 83651","48","Mr. Ray Klinchuch, President","https://hoffmanslandscape.com/"
"Felipe's Lawn Care, LLC","Nampa, ID","landscaping","(208) 954-6522","","10","Mr. Felipe Rodriguez, Owner",""
"Ray Gamel Landscape Care","Nampa, ID","landscaping","(208) 466-5963","Nampa, ID 83651","38","Mr. Ray Gamel, Owner",""
"Kenyon Landscape","Nampa, ID","landscaping","(208) 989-7106","Nampa, ID 83687-8941","16","Mr. Joshua Kenyon, Owner",""
"Star Landscaping, LLC","Nampa, ID","landscaping","(208) 250-2024","Nampa, ID 83651-8139","19","Mr. Jose Hernandez, Member","https://www.starlandscapingid.com/"
"E Landscape, LLC","Nampa, ID","landscaping","(208) 573-9835","","10","Mr. Mireya Beltran, Member","https://www.e-landscapeidaho.com/"
"Chapin Landscaping Service LLC","Nampa, ID","landscaping","(208) 794-5815","Nampa, ID 83686-9463","16","Mr. Manuel Ramos",""
"Traditional Sprinklers and Landscaping","Nampa, ID","landscaping","(208) 954-6582","Nampa, ID 83687-9007","19","Mr. Ryan Recla, Owner",""
"New Life Landscape, LLC","Nampa, ID","landscaping","(208) 919-2751","Nampa, ID 83687","15","Mr. Carlos Torrez, Owner",""
"Baja Sprinkler and Landscape","Nampa, ID","landscaping","(208) 250-9942","","17","Mr. Nicholas Lira, Owner","https://www.facebook.com/pages/category/Landscape-Company/Baja-Sprinklers-Landscaping-907842872599746/"
"Silver Landscaping, LLC","Nampa, ID","landscaping","(208) 250-2301","","13","Mr. Juan Hernandez, Owner","https://www.silverlandscaping.services/"
"Treasure Tree & Landscape Care","Nampa, ID","landscaping","(208) 800-4114","Nampa, ID 83687","10","Mr. Alan Gross, Owner",""
"Kinzer Farms","Nampa, ID","landscaping","(208) 447-6622","Nampa, ID 83687-8487","13","Mr. Jon Kinzer, Owner","https://www.facebook.com/KinzerFarms/"
"Country Boys Landscape, LLC","Nampa, ID","landscaping","(208) 573-9527","Nampa, ID 83651","18","Mr. Jeremiah Jenkins, Owner","https://www.countryboyslandscape.com/"
"Whispering Heights Landscape, Inc.","Nampa, ID","landscaping","(208) 941-8777","Nampa, ID 83686","27","Mr. Mark Blacker, Owner",""
"Majestic Landscape Company","Nampa, ID","landscaping","(208) 989-4245","Nampa, ID 83653","25","Mr. Bill Taylor, Owner","https://www.majesticlandscapecompany.com/"
"Trinity Lawn and Landscape","Nampa, ID","landscaping","(208) 899-4145","Nampa, ID 83653-0111","18","Mr. Josh Doughty, Owner","https://www.trinitylawn.net/"
"Lasher Lawn Care and Landscape LLC","Nampa, ID","landscaping","(208) 860-0818","Nampa, ID 83653-3720","14","Mr. Brandon Lasher, Managing Member","https://www.facebook.com/Lasherlawnco/"
"Trautman Lawn & Landscape Company","Nampa, ID","landscaping","(208) 466-0690","Nampa, ID 83687-8148","37","Mrs. Jennifer D Trautman, Co- Owner","https://trautmanlawn.com/"
"Blue Ribbon Landscape & Maintenance, Inc.","Nampa, ID","landscaping","(208) 466-5656","","26","Mr. Hans Ellis, President","https://www.blueribbonlandscapes.com/"
"Franz Witte Landscape Contracting, Inc.","Nampa, ID","landscaping","(208) 853-0808","Nampa, ID 83687-9457","54","Ms. Seneca Hull, President","https://www.franzwitte.com/"
"Sterling Landscape Design & Construction LLC","Nampa, ID","landscaping","(208) 461-5111","Nampa, ID 83687","21","Mr. Lavon Webb, Member","https://www.sterlinglandscape.com/"
"Green City Landscape, Inc.","Nampa, ID","landscaping","(208) 344-2244","Nampa, ID 83687","30","Mr. Pat Hurley, Owner","https://www.greencitylandscapeinc.com/"
"Perfect Earth Landscaping and Design Inc","Nampa, ID","landscaping","(208) 392-8882","Meridian, ID 83642-5351","17","Mr. Andrew Fuller, Owner","https://perfectearthlandscaping.com/"
"Elite Landscaping","Nampa, ID","landscaping","(208) 353-3988","Meridian, ID 83642","17","Mr. Shawn Hernandez, Member","https://www.buildzoom.com/contractor/elite-landscaping-ada"
"Crazy Creations Landscaping","Nampa, ID","landscaping","(208) 941-7496","Caldwell, ID 83607","20","Mr. Casey Jones, Owner",""
"Titan Landscaping","Nampa, ID","landscaping","(208) 994-9405","Middleton, ID 83644-5988","12","Mr. Ky Ransley, Member","https://www.landscapingidaho.com/"
"Sagehorn Landscaping","Nampa, ID","landscaping","(208) 794-2770","Meridian, ID 83646","26","Mr. Mike Sagehorn, Owner","https://www.sagehornlandscaping.com/"
"Abstract Landscaping","Nampa, ID","landscaping","(208) 941-7041","Middleton, ID 83644-6022","18","Mr. Chris Gibson, Owner",""
"Jayco Landscaping LLC","Nampa, ID","landscaping","(208) 830-0518","Meridian, ID 83642-6554","15","Mr. Justin Yearsley, Member","https://www.jaycolandscape.com/"
"BC Landscaping LLC","Nampa, ID","landscaping","(208) 901-1037","Meridian, ID 83680-0671","12","Mr. Blake Watson Craig, Owner","https://www.facebook.com/bclandscapingtv"
"Creative Landscaping & Tree Service LLC","Nampa, ID","landscaping","(208) 965-3800","Caldwell, ID 83605-8045","14","Ms. Kelly Garcia, Owner","https://creative777.com/"
"Maxey's Landscaping","Nampa, ID","landscaping","(208) 869-6708","Melba, ID 83641","23","Mr. Jeff Maxey, Owner",""
"A Beautiful View Lawn & Landscaping, LLC","Nampa, ID","landscaping","(208) 884-0322","","19","Ms. Johnna Vejar, Member",""
"Professional Landscaping","Nampa, ID","landscaping","(208) 871-7669","Boise, ID 83709","15","",""
"Sprinkler Specialties, Landscaping","Nampa, ID","landscaping","(208) 841-7386","Eagle, ID 83616","38","Mr. Bill Hereford, Owner","https://www.sprinklerspecialties.org/"
"Raccoon Landscaping, LLC","Nampa, ID","landscaping","(208) 484-0928","","11","Mr. Duane Coon, Owner",""
"Mr. Tosco Landscaping & Concrete LLC","Nampa, ID","landscaping","(208) 409-3235","","10","Mr. Victor Gil, Owner",""
"Always Green Landscaping LLC","Nampa, ID","landscaping","(208) 350-3370","Caldwell, ID 83606-0625","13","Mr. Hernan Chavez","https://always-green-landscapingllc.com/"
"J R Concrete & Landscape","Nampa, ID","landscaping","(208) 921-7162","Star, ID 83669","20","Mr. Jose Raul Briones Jr., Owner","https://jrconcreteandlandscape.com/"
"LaCasse Landscaping, Inc.","Nampa, ID","landscaping","(208) 887-9652","Meridian, ID 83680-1218","29","Mr. Brian Lacasse, President","https://www.lacasselandscaping.com/"
"Fischer Landscaping and Maintenance","Nampa, ID","landscaping","(208) 562-8737","Boise, ID 83709","21","Mr. Fred Fischer, Owner","https://www.fischerlandscapinginc.com/"
"Green Zebra Landscaping","Nampa, ID","landscaping","(208) 941-2466","","22","Mr. Evan Huntman, Owner",""
"Palominos Landscaping, LLC","Nampa, ID","landscaping","(208) 283-7690","Caldwell, ID 83607-7846","10","Mr. Simon Palominos, Managing Member",""
"A To Z Sprinklers & Landscaping","Nampa, ID","landscaping","(208) 658-8080","Boise, ID 83704-6711","38","Mr. Ken Cumpton, President","https://www.atozsprinklers.com/"
"Kelly Landscaping Inc.","Nampa, ID","landscaping","(208) 919-3364","","19","Mr. Greg Kelly, Owner",""
"Jon C. Irby Landscaping, LLC","Nampa, ID","landscaping","(208) 887-1456","Meridian, ID 83646-5044","19","Mr. Jon Irby, Owner","https://www.joncirby.com/"
"Affordable Rock & Landscaping","Nampa, ID","landscaping","(208) 484-6460","Emmett, ID 83717","22","Mr. Andy Long, Owner",""
"Skye Landscaping, LLC.","Nampa, ID","landscaping","(208) 871-3644","Boise, ID 83719","17","Mr. Ryan Niecko, Owner",""
"Metcalf Landscape Contractors","Nampa, ID","landscaping","(208) 362-2411","Boise, ID 83709-3245","43","Mr. Tony Peck, Owner","https://www.metcalflandscaping.com/"
"Tilden Construction and Landscaping, LLC","Nampa, ID","landscaping","(208) 634-6625","Boise, ID 83709-8115","13","Mr. Alex Tilden, Owner",""
"As You Wish Landscaping & Handyman","Nampa, ID","landscaping","(208) 407-5998","Boise, ID 83705","13","Mr. Tyson McCoy, Owner",""
"Landscapes Unlimited","Nampa, ID","landscaping","(208) 989-6744","Caldwell, ID 83607","15","Mr. Arturo Segura-Barragan, Owner",""
"Accent Landscaping, LLC","Nampa, ID","landscaping","(208) 761-0744","Eagle, ID 83616-9110","23","Mr. Dave McNeal, Owner",""
"Kertesz Landscape, LLC","Nampa, ID","landscaping","(208) 369-6121","","10","Mr. Benito Arredondo-Muniz, Owner","https://www.facebook.com/Kertesz-Landscape-LLC-1005848666134089/services?ref=page_internal"
"Benny's Landscaping","Nampa, ID","landscaping","(208) 452-4068","Fruitland, ID 83619","17","Mrs. Pam Seiders, Owner",""
"Gerhard Borbonus Landscaping,Inc.","Nampa, ID","landscaping","(208) 362-0525","Boise, ID 83706","53","Mr. Gerhard Borbonus, Owner","https://www.gblandscaping.com/"
"Abel's Landscape and Lawn Care","Nampa, ID","landscaping","(208) 919-2863","Caldwell, ID 83607","11","Mr. Abel Cedillo, Owner",""
"Flutterby Gardens Landscaping, LLC","Nampa, ID","landscaping","(208) 571-2170","Boise, ID 83714","20","Ms. Elisa Clark, Owner","https://www.goflutterby.com/"
"ProVision Landscape","Nampa, ID","landscaping","(208) 888-5497","","29","Mr. Eric Toney, CEO","https://www.pvlidaho.com/"
"Greenview Landscaping, LLC","Nampa, ID","landscaping","(208) 412-5619","","15","Mr. Joel Voloshen, Owner",""
"Kodiak Landscape LLC","Nampa, ID","landscaping","(208) 631-0279","","12","Mr. Bo D Richards, Member","https://www.facebook.com/Kodiak-Landscape-LLC-275819335917945/timeline"
"Silverstar Landscape","Nampa, ID","landscaping","(208) 286-0484","Star, ID 83669-4903","14","Mr. Ryan Snead, Owner",""
"Rainy Day, Inc.","Nampa, ID","landscaping","(208) 407-5123","Caldwell, ID 83607-7724","30","Mr. Ronald Schaffeld, Owner","https://www.landscaperboise.com/"
"Modern Group of Idaho LLC","Nampa, ID","landscaping","(208) 631-7056","","26","Mr. Nick Louie, Owner","https://curbs4less.com/"
"Bronco Fence & Landscaping","Nampa, ID","landscaping","(208) 860-5204","Boise, ID 83716","18","Mr. Jeff Hamilton, Owner",""
"Syringa Landscape, LLC.","Nampa, ID","landscaping","(208) 921-6237","Eagle, ID 83616","16","Mr. Ken Kope, Partner","https://www.syringalandscape.com/"
"Sunshine Landscape, Inc.","Nampa, ID","landscaping","(208) 884-8036","Meridian, ID 83680-0724","25","Mr. Matt Duckett, Owner","https://sunshinelandscape.net/"
"Boden Haus Landscape","Nampa, ID","landscaping","(208) 898-4232","Star, ID 83669-5730","21","Mr. Aaron Lowe, Owner","https://www.bodenhaus.net/"
"Handley Landscape, LLC","Nampa, ID","landscaping","(208) 870-7631","Meridian, ID 83646-5462","13","Mr. Bryan Handley, Owner","https://www.handleylandscape.com/"
"Ontario Rock & Landscaping Supplies","Nampa, ID","landscaping","(541) 889-7866","Ontario, OR 97914-1139","17","Mr. Clinton Stowe, Member","https://ontariorock.net/"
"A&A Landscape and Maintenance, LLP","Nampa, ID","landscaping","(208) 353-6052","Boise, ID 83709-0003","25","Mr. Federico Munoz, Partner","https://aalandscapeboise.net/"
"Avalon Landscape, Inc.","Nampa, ID","landscaping","(208) 376-6599","Meridian, ID 83642","24","Mr. Mike Martin, General Manager","https://www.avalonlandscapes.net/"
"EZ Landscape & Maintenance, LLC","Nampa, ID","landscaping","(208) 898-0430","","28","Mr. Elias Zavala, Owner","https://ezlandscape.net/contact/home/"
"Pioneer Landscape, Inc.","Nampa, ID","landscaping","(208) 888-2818","Meridian, ID 83646-5513","34","Mr. Kent Frietag, President",""
"Eagle Landscape","Nampa, ID","landscaping","(208) 939-8723","Eagle, ID 83616-2447","47","Mr. Jason Aird, Owner","https://www.eaglelandscape.com/"
"O&A Lawn Care And Landscape LLC","Nampa, ID","landscaping","(208) 899-7095","Caldwell, ID 83605","15","Mr. Omar Arredondo, Owner","https://oandalawncareandlandscapellc.com/"
"Westover Landscape","Nampa, ID","landscaping","(208) 921-3368","Boise, ID 83704-6900","10","Mr. Christian Westover, Owner",""
"Olson and Sons Excavation and Landscape","Nampa, ID","landscaping","(208) 286-7706","Star, ID 83669","30","Mr. Gary Olson, Owner",""
"Kip's Clean Cut LLC","Nampa, ID","landscaping","(208) 860-5085","Boise, ID 83704-5540","20","Mr. Kip Fuhriman, Owner","https://www.kipscleancut.com/"
"Infinite Landscapes","Nampa, ID","landscaping","(208) 921-0692","Boise, ID 83709","11","Customer",""
"Family Landscape, Inc.","Nampa, ID","landscaping","(208) 378-9893","Boise, ID 83709","25","Mr. Steve Gervais, President","https://www.familylandscape.com/"
"TLC Landscape","Nampa, ID","landscaping","(208) 859-9955","Boise, ID 83714","25","Mr. Todd Waggoner, Owner","https://www.tlcscape.com/"
"Creekside Sprinkler And Landscape","Nampa, ID","landscaping","(208) 371-1884","","28","Mr. Juston Hall",""
"Willowglenn Landscape","Nampa, ID","landscaping","(208) 331-9007","Boise, ID 83709-4321","22","Mr. Jason Doran, Owner","https://www.wglandscape.com/"
"Bell Sprinkler & Landscape Management, Inc.","Nampa, ID","landscaping","(208) 286-7081","Star, ID 83669","51","Mr. Chad Bell, Owner","https://www.bellsprinkler.com/"
"Vander Pol Landscape, LLC","Nampa, ID","landscaping","(208) 573-4798","Middleton, ID 83644-0099","10","Mr. William Vander Pol, Owner","https://vplandscape.com/"
"Canyon Hardscape Supply, LLC","Nampa, ID","hardscaping","(208) 614-9447","Caldwell, ID 83605-4369","11","Mr. Matthew Jones, Member","https://www.canyonhardscape.com/"
"Northwest Hardscape Specialties","Nampa, ID","hardscaping","(208) 880-5851","Meridian, ID 83642","28","Mr. Blaine Bergin, Owner","https://www.nwhardscapespecialties.com/"
"T&R Masonry, LLC","Nampa, ID","hardscaping","(208) 989-9680","Kuna, ID 83634-5011","18","Mr. Timothy Fellin, Owner","https://yardscapesnorthwest.com/"
"Nostalgic Paver Systems","Nampa, ID","hardscaping","(208) 830-5028","Boise, ID 83713","20","Mr. Tim Orr, Owner","https://www.nostalgicpaversystems.com/"
